Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7004","April","2023","2023","°c","0.978","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1961","1961","°c","0.328","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1962","1962","°c","-0.379","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1963","1963","°c","-0.337","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1964","1964","°c","-0.169","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1965","1965","°c","0.068","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1966","1966","°c","0.075","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1967","1967","°c","0.448","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1968","1968","°c","-1.426","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1969","1969","°c","0.689","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1970","1970","°c","0.573","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1971","1971","°c","-0.282","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1972","1972","°c","0.541","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1973","1973","°c","0.284","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1974","1974","°c","-0.008","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1975","1975","°c","-0.153","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1976","1976","°c","0.08","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1977","1977","°c","-0.186","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1978","1978","°c","-0.062","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1979","1979","°c","0.071","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1980","1980","°c","0.791","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1981","1981","°c","0.783","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1982","1982","°c","-0.014","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1983","1983","°c","1.385","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1984","1984","°c","0.87","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1985","1985","°c","0.395","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1986","1986","°c","0.952","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1987","1987","°c","0.556","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1988","1988","°c","0.594","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1989","1989","°c","-0.056","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1990","1990","°c","0.503","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1991","1991","°c","0.901","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1992","1992","°c","1.284","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1993","1993","°c","0.677","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1994","1994","°c","1.177","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1995","1995","°c","0.688","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1996","1996","°c","0.71","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1997","1997","°c","0.256","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1998","1998","°c","1.033","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","1999","1999","°c","0.164","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2000","2000","°c","0.548","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2001","2001","°c","0.863","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2002","2002","°c","1.441","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2003","2003","°c","0.899","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2004","2004","°c","0.372","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2005","2005","°c","1.324","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2006","2006","°c","-0.05","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2007","2007","°c","0.525","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2008","2008","°c","0.257","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2009","2009","°c","0.899","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2010","2010","°c","1.202","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2011","2011","°c","0.639","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2012","2012","°c","1.017","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2013","2013","°c","1.103","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2014","2014","°c","1.057","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2015","2015","°c","1.284","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2016","2016","°c","1.355","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2017","2017","°c","1.939","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2018","2018","°c","1.241","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2019","2019","°c","1.838","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2020","2020","°c","0.821","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2021","2021","°c","0.838","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2022","2022","°c","0.46","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7005","May","2023","2023","°c","1.414","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1961","1961","°c","-0.204","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1962","1962","°c","-0.617","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1963","1963","°c","-0.373","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1964","1964","°c","-0.586","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1965","1965","°c","0.437","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1966","1966","°c","0.163","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1967","1967","°c","-0.105","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1968","1968","°c","-0.536","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1969","1969","°c","0.471","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1970","1970","°c","0.593","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1971","1971","°c","-0.258","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1972","1972","°c","0.806","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1973","1973","°c","0.908","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1974","1974","°c","-0.289","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1975","1975","°c","0.093","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1976","1976","°c","-0.201","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1977","1977","°c","0.375","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1978","1978","°c","-0.132","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1979","1979","°c","-0.583","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1980","1980","°c","0.311","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1981","1981","°c","-0.131","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1982","1982","°c","0.768","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1983","1983","°c","0.216","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1984","1984","°c","0.387","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1985","1985","°c","-0.5","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1986","1986","°c","0.242","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1987","1987","°c","0.556","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1988","1988","°c","-0.095","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1989","1989","°c","0.455","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1990","1990","°c","0.449","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1991","1991","°c","0.882","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1992","1992","°c","1.417","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1993","1993","°c","0.631","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1994","1994","°c","0.686","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1995","1995","°c","0.799","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1996","1996","°c","-0.095","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1997","1997","°c","0.701","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1998","1998","°c","0.856","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","1999","1999","°c","0.817","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2000","2000","°c","1.035","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2001","2001","°c","0.345","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2002","2002","°c","1.086","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2003","2003","°c","1.554","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2004","2004","°c","0.768","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2005","2005","°c","1.703","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2006","2006","°c","0.882","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2007","2007","°c","1.068","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2008","2008","°c","0.38","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2009","2009","°c","0.391","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2010","2010","°c","1.304","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2011","2011","°c","1.015","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2012","2012","°c","1.35","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2013","2013","°c","1.602","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2014","2014","°c","1.518","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2015","2015","°c","1.643","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2016","2016","°c","0.801","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2017","2017","°c","1.732","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2018","2018","°c","0.876","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2019","2019","°c","2.117","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2020","2020","°c","1.669","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2021","2021","°c","1.062","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2022","2022","°c","0.754","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7006","June","2023","2023","°c","1.37","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1961","1961","°c","0.012","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1962","1962","°c","-0.827","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1963","1963","°c","0.165","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1964","1964","°c","-0.605","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1965","1965","°c","0.023","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1966","1966","°c","0.164","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1967","1967","°c","0.009","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1968","1968","°c","-0.166","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1969","1969","°c","0.309","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1970","1970","°c","-0.083","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1971","1971","°c","0.255","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1972","1972","°c","0.308","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1973","1973","°c","0.342","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1974","1974","°c","-0.38","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1975","1975","°c","-0.845","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1976","1976","°c","-0.01","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1977","1977","°c","0.956","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1978","1978","°c","0.764","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1979","1979","°c","0.049","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1980","1980","°c","0.464","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1981","1981","°c","-0.572","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1982","1982","°c","0.813","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1983","1983","°c","0.891","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1984","1984","°c","0.597","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1985","1985","°c","-0.176","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1986","1986","°c","0.135","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1987","1987","°c","1.735","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1988","1988","°c","-0.404","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1989","1989","°c","-0.269","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1990","1990","°c","-0.06","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1991","1991","°c","0.192","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1992","1992","°c","-0.093","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1993","1993","°c","0.549","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1994","1994","°c","0.467","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1995","1995","°c","1.43","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1996","1996","°c","0.262","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1997","1997","°c","1.083","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1998","1998","°c","1.636","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","1999","1999","°c","0.887","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2000","2000","°c","-0.092","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2001","2001","°c","1.086","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2002","2002","°c","1.228","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2003","2003","°c","1.042","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2004","2004","°c","0.556","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2005","2005","°c","0.792","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2006","2006","°c","1.182","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2007","2007","°c","0.911","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2008","2008","°c","1.232","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2009","2009","°c","1.152","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2010","2010","°c","1.194","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2011","2011","°c","1.268","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2012","2012","°c","0.968","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2013","2013","°c","0.959","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2014","2014","°c","1.084","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2015","2015","°c","1.759","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2016","2016","°c","1.801","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2017","2017","°c","0.996","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2018","2018","°c","1.439","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2019","2019","°c","1.234","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2020","2020","°c","1.587","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2021","2021","°c","0.784","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2022","2022","°c","2.19","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7007","July","2023","2023","°c","2.131","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1961","1961","°c","0.439","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1962","1962","°c","-0.083","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1963","1963","°c","0.261","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1964","1964","°c","-0.065","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1965","1965","°c","0.09","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1966","1966","°c","-0.355","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1967","1967","°c","0.306","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1968","1968","°c","-0.302","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1969","1969","°c","0.112","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1970","1970","°c","-0.269","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1971","1971","°c","-0.11","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1972","1972","°c","-0.073","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1973","1973","°c","-0.063","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1974","1974","°c","-0.114","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1975","1975","°c","0.082","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1976","1976","°c","0.1","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1977","1977","°c","0.487","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1978","1978","°c","-0.714","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1979","1979","°c","0.678","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1980","1980","°c","0.511","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1981","1981","°c","0.426","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1982","1982","°c","0.456","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1983","1983","°c","0.135","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1984","1984","°c","-0.287","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1985","1985","°c","0.026","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1986","1986","°c","0.657","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1987","1987","°c","0.478","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1988","1988","°c","0.31","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1989","1989","°c","0.392","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1990","1990","°c","0.372","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1991","1991","°c","0.134","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1992","1992","°c","0.1","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1993","1993","°c","0.201","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1994","1994","°c","0.378","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1995","1995","°c","1.206","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1996","1996","°c","0.795","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1997","1997","°c","0.678","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1998","1998","°c","1.6","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","1999","1999","°c","0.251","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2000","2000","°c","0.86","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2001","2001","°c","1.119","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2002","2002","°c","1.499","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2003","2003","°c","0.488","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2004","2004","°c","0.766","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2005","2005","°c","1.372","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2006","2006","°c","1.308","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2007","2007","°c","0.513","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2008","2008","°c","1.344","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2009","2009","°c","1.114","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2010","2010","°c","0.689","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2011","2011","°c","1.331","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2012","2012","°c","1.219","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2013","2013","°c","0.341","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2014","2014","°c","1.306","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2015","2015","°c","2.185","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2016","2016","°c","1.746","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2017","2017","°c","1.877","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2018","2018","°c","0.601","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2019","2019","°c","1.198","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2020","2020","°c","1.56","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2021","2021","°c","1.63","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2022","2022","°c","0.93","E","Estimated value"
